Country,Sex,Cause of Death,DALY per 100k Pop
Jordan,Both sexes,Lower respiratory infections,157.3
Jordan,Both sexes,"Trachea, bronchus, lung cancers",30.01
Jordan,Both sexes,Cataracts,0
Jordan,Both sexes,Ischaemic heart disease,407.8
Jordan,Both sexes,Stroke,120.8
Jordan,Both sexes,Chronic obstructive pulmonary disease,47.26
Jordan,Male,Total,945.2
Jordan,Male,Lower respiratory infections,160.3
Jordan,Male,"Trachea, bronchus, lung cancers",50.49
Jordan,Male,Ischaemic heart disease,552.3
Jordan,Male,Stroke,117.2
Jordan,Male,Chronic obstructive pulmonary disease,64.94
Jordan,Female,Total,576.2
Jordan,Female,Lower respiratory infections,154.2
Jordan,Female,"Trachea, bronchus, lung cancers",9
Jordan,Female,Cataracts,0
Jordan,Female,Ischaemic heart disease,259.5
Jordan,Female,Stroke,124.5
Jordan,Female,Chronic obstructive pulmonary disease,29.12
Kuwait,Both sexes,Total,1180
Kuwait,Both sexes,Lower respiratory infections,226.2
Kuwait,Both sexes,"Trachea, bronchus, lung cancers",38.59
Kuwait,Both sexes,Cataracts,0
Kuwait,Both sexes,Ischaemic heart disease,716
Kuwait,Both sexes,Stroke,133
Kuwait,Both sexes,Chronic obstructive pulmonary disease,66.27
Kuwait,Male,Total,1520
Kuwait,Male,Lower respiratory infections,220.2
Kuwait,Male,"Trachea, bronchus, lung cancers",54.02
Kuwait,Male,Ischaemic heart disease,1018
Kuwait,Male,Stroke,155
Kuwait,Male,Chronic obstructive pulmonary disease,73.29
Kuwait,Female,Total,721.5
Kuwait,Female,Lower respiratory infections,234.4
Kuwait,Female,"Trachea, bronchus, lung cancers",17.76
Kuwait,Female,Cataracts,0
Kuwait,Female,Ischaemic heart disease,309.2
Kuwait,Female,Stroke,103.4
Kuwait,Female,Chronic obstructive pulmonary disease,56.79
Lebanon,Both sexes,Total,1179
Lebanon,Both sexes,Lower respiratory infections,61.47
Lebanon,Both sexes,"Trachea, bronchus, lung cancers",72.34
Lebanon,Both sexes,Cataracts,0
Lebanon,Both sexes,Ischaemic heart disease,835.4
Lebanon,Both sexes,Stroke,110.5
Lebanon,Both sexes,Chronic obstructive pulmonary disease,99.03
Lebanon,Male,Total,1451
Lebanon,Male,Lower respiratory infections,58.31
Lebanon,Male,"Trachea, bronchus, lung cancers",101.1
Lebanon,Male,Ischaemic heart disease,1132
Lebanon,Male,Stroke,54.97
Lebanon,Male,Chronic obstructive pulmonary disease,104.3
Lebanon,Female,Total,904.4
Lebanon,Female,Lower respiratory infections,64.65
Lebanon,Female,"Trachea, bronchus, lung cancers",43.41
Lebanon,Female,Cataracts,0
Lebanon,Female,Ischaemic heart disease,536.2
Lebanon,Female,Stroke,166.5
Lebanon,Female,Chronic obstructive pulmonary disease,93.69
Libya,Both sexes,Total,1222
Libya,Both sexes,Lower respiratory infections,179.5
Libya,Both sexes,"Trachea, bronchus, lung cancers",72.23
Libya,Both sexes,Cataracts,0
Libya,Both sexes,Ischaemic heart disease,700.4
Libya,Both sexes,Stroke,171.5
Libya,Both sexes,Chronic obstructive pulmonary disease,98.65
Libya,Male,Total,1494
Libya,Male,Lower respiratory infections,192.8
Libya,Male,"Trachea, bronchus, lung cancers",123.5
Libya,Male,Ischaemic heart disease,875.2
Libya,Male,Stroke,181.5
Libya,Male,Chronic obstructive pulmonary disease,120.9
Libya,Female,Total,945.9
Libya,Female,Lower respiratory infections,165.9
Libya,Female,"Trachea, bronchus, lung cancers",20.04
Libya,Female,Cataracts,0
Libya,Female,Ischaemic heart disease,522.6
Libya,Female,Stroke,161.3
Libya,Female,Chronic obstructive pulmonary disease,76.02
Morocco,Both sexes,Total,892.3
Morocco,Both sexes,Lower respiratory infections,209.8
Morocco,Both sexes,"Trachea, bronchus, lung cancers",59.61
Morocco,Both sexes,Cataracts,0
Morocco,Both sexes,Ischaemic heart disease,429.5
Morocco,Both sexes,Stroke,119.7
Morocco,Both sexes,Chronic obstructive pulmonary disease,73.73
Morocco,Male,Total,1002
Morocco,Male,Lower respiratory infections,224.8
Morocco,Male,"Trachea, bronchus, lung cancers",106.7
Morocco,Male,Ischaemic heart disease,466
Morocco,Male,Stroke,115.2
Morocco,Male,Chronic obstructive pulmonary disease,89.13
Morocco,Female,Total,785
Morocco,Female,Lower respiratory infections,195.1
Morocco,Female,"Trachea, bronchus, lung cancers",13.46
Morocco,Female,Cataracts,0
Morocco,Female,Ischaemic heart disease,393.7
Morocco,Female,Stroke,124.1
Morocco,Female,Chronic obstructive pulmonary disease,58.62
Oman,Both sexes,Total,674.4
Oman,Both sexes,Lower respiratory infections,114.3
Oman,Both sexes,"Trachea, bronchus, lung cancers",15.34
Oman,Both sexes,Cataracts,0
Oman,Both sexes,Ischaemic heart disease,419.2
Oman,Both sexes,Stroke,90.14
Oman,Both sexes,Chronic obstructive pulmonary disease,35.43
Oman,Male,Total,761.2
Oman,Male,Lower respiratory infections,109.6
Oman,Male,"Trachea, bronchus, lung cancers",19.51
Oman,Male,Ischaemic heart disease,492.9
Oman,Male,Stroke,99.11
Oman,Male,Chronic obstructive pulmonary disease,40.13
Oman,Female,Total,510.4
Oman,Female,Lower respiratory infections,123.3
Oman,Female,"Trachea, bronchus, lung cancers",7.46
Oman,Female,Cataracts,0
Oman,Female,Ischaemic heart disease,279.9
Oman,Female,Stroke,73.19
Oman,Female,Chronic obstructive pulmonary disease,26.55
Pakistan,Both sexes,Total,2436
Pakistan,Both sexes,Lower respiratory infections,1122
Pakistan,Both sexes,"Trachea, bronchus, lung cancers",26.01
Pakistan,Both sexes,Cataracts,0
Pakistan,Both sexes,Ischaemic heart disease,755.7
Pakistan,Both sexes,Stroke,286.8
Pakistan,Both sexes,Chronic obstructive pulmonary disease,245.3
Pakistan,Male,Total,2749
Pakistan,Male,Lower respiratory infections,1116
Pakistan,Male,"Trachea, bronchus, lung cancers",42.03
Pakistan,Male,Ischaemic heart disease,976.6
Pakistan,Male,Stroke,298.3
Pakistan,Male,Chronic obstructive pulmonary disease,315.4
Pakistan,Female,Total,2105
Pakistan,Female,Lower respiratory infections,1128
Pakistan,Female,"Trachea, bronchus, lung cancers",9.08
Pakistan,Female,Cataracts,0
Pakistan,Female,Ischaemic heart disease,522.3
Pakistan,Female,Stroke,274.6
Pakistan,Female,Chronic obstructive pulmonary disease,171.3
Qatar,Both sexes,Total,468.7
Qatar,Both sexes,Lower respiratory infections,55.49
Qatar,Both sexes,"Trachea, bronchus, lung cancers",37.12
Qatar,Both sexes,Cataracts,0
Qatar,Both sexes,Ischaemic heart disease,273
Qatar,Both sexes,Stroke,61.41
Qatar,Both sexes,Chronic obstructive pulmonary disease,41.69
Qatar,Male,Total,526
Qatar,Male,Lower respiratory infections,56.09
Qatar,Male,"Trachea, bronchus, lung cancers",41.13
Qatar,Male,Ischaemic heart disease,317.4
Qatar,Male,Stroke,66.43
Qatar,Male,Chronic obstructive pulmonary disease,45.04
Qatar,Female,Total,294.4
Qatar,Female,Lower respiratory infections,53.65
Qatar,Female,"Trachea, bronchus, lung cancers",24.93
Qatar,Female,Cataracts,0
Qatar,Female,Ischaemic heart disease,138.2
Qatar,Female,Stroke,46.17
Qatar,Female,Chronic obstructive pulmonary disease,31.5
Saudi Arabia,Both sexes,Total,1046
Saudi Arabia,Both sexes,Lower respiratory infections,217.6
Saudi Arabia,Both sexes,"Trachea, bronchus, lung cancers",24.2
Saudi Arabia,Both sexes,Cataracts,0
Saudi Arabia,Both sexes,Ischaemic heart disease,562.4
Saudi Arabia,Both sexes,Stroke,178.1
Saudi Arabia,Both sexes,Chronic obstructive pulmonary disease,64.14
Saudi Arabia,Male,Total,1199
Saudi Arabia,Male,Lower respiratory infections,212
Saudi Arabia,Male,"Trachea, bronchus, lung cancers",31.4
Saudi Arabia,Male,Ischaemic heart disease,694.3
Saudi Arabia,Male,Stroke,190.1
Saudi Arabia,Male,Chronic obstructive pulmonary disease,71.23
Saudi Arabia,Female,Total,845.3
Saudi Arabia,Female,Lower respiratory infections,225.1
Saudi Arabia,Female,"Trachea, bronchus, lung cancers",14.69
Saudi Arabia,Female,Cataracts,0
Saudi Arabia,Female,Ischaemic heart disease,388.5
Saudi Arabia,Female,Stroke,162.2
Saudi Arabia,Female,Chronic obstructive pulmonary disease,54.79
Sudan,Both sexes,Total,2374
Sudan,Both sexes,Lower respiratory infections,1067
Sudan,Both sexes,"Trachea, bronchus, lung cancers",6.91
Sudan,Both sexes,Cataracts,0
Sudan,Both sexes,Ischaemic heart disease,900.6
Sudan,Both sexes,Stroke,289
Sudan,Both sexes,Chronic obstructive pulmonary disease,110.4
Sudan,Male,Total,2400
Sudan,Male,Lower respiratory infections,955.9
Sudan,Male,"Trachea, bronchus, lung cancers",9.27
Sudan,Male,Ischaemic heart disease,1063
Sudan,Male,Stroke,253.3
Sudan,Male,Chronic obstructive pulmonary disease,119.1
Sudan,Female,Total,2348
Sudan,Female,Lower respiratory infections,1178
Sudan,Female,"Trachea, bronchus, lung cancers",4.55
Sudan,Female,Cataracts,0
Sudan,Female,Ischaemic heart disease,738.5
Sudan,Female,Stroke,324.6
Sudan,Female,Chronic obstructive pulmonary disease,101.8
Somalia,Both sexes,Total,3653
Somalia,Both sexes,Lower respiratory infections,3138
Somalia,Both sexes,"Trachea, bronchus, lung cancers",5.16
Somalia,Both sexes,Cataracts,0
Somalia,Both sexes,Ischaemic heart disease,282.5
Somalia,Both sexes,Stroke,169.8
Somalia,Both sexes,Chronic obstructive pulmonary disease,57.19
Somalia,Male,Total,3852
Somalia,Male,Lower respiratory infections,3291
Somalia,Male,"Trachea, bronchus, lung cancers",5.38
Somalia,Male,Ischaemic heart disease,320
Somalia,Male,Stroke,164.6
Somalia,Male,Chronic obstructive pulmonary disease,70.87
Somalia,Female,Total,3455
Somalia,Female,Lower respiratory infections,2986
Somalia,Female,"Trachea, bronchus, lung cancers",4.94
Somalia,Female,Cataracts,0
Somalia,Female,Ischaemic heart disease,245.3
Somalia,Female,Stroke,175
Somalia,Female,Chronic obstructive pulmonary disease,43.62
Syrian Arab Republic,Both sexes,Total,1247
Syrian Arab Republic,Both sexes,Lower respiratory infections,174
Syrian Arab Republic,Both sexes,"Trachea, bronchus, lung cancers",54.21
Syrian Arab Republic,Both sexes,Cataracts,0
Syrian Arab Republic,Both sexes,Ischaemic heart disease,807.1
Syrian Arab Republic,Both sexes,Stroke,153.3
Syrian Arab Republic,Both sexes,Chronic obstructive pulmonary disease,57.96
Syrian Arab Republic,Male,Total,1468
Syrian Arab Republic,Male,Lower respiratory infections,186.2
Syrian Arab Republic,Male,"Trachea, bronchus, lung cancers",85.67
Syrian Arab Republic,Male,Ischaemic heart disease,955.5
Syrian Arab Republic,Male,Stroke,175.7
Syrian Arab Republic,Male,Chronic obstructive pulmonary disease,64.5
Syrian Arab Republic,Female,Total,1021
Syrian Arab Republic,Female,Lower respiratory infections,161.6
Syrian Arab Republic,Female,"Trachea, bronchus, lung cancers",22.02
Syrian Arab Republic,Female,Cataracts,0
Syrian Arab Republic,Female,Ischaemic heart disease,655.2
Syrian Arab Republic,Female,Stroke,130.5
Syrian Arab Republic,Female,Chronic obstructive pulmonary disease,51.26
Tunisia,Both sexes,Total,1312
Tunisia,Both sexes,Lower respiratory infections,174.8
Tunisia,Both sexes,"Trachea, bronchus, lung cancers",85.96
Tunisia,Both sexes,Cataracts,0
Tunisia,Both sexes,Ischaemic heart disease,726.6
Tunisia,Both sexes,Stroke,206.1
Tunisia,Both sexes,Chronic obstructive pulmonary disease,119
Tunisia,Male,Total,1625
Tunisia,Male,Lower respiratory infections,176.2
Tunisia,Male,"Trachea, bronchus, lung cancers",163.6
Tunisia,Male,Ischaemic heart disease,903.7
Tunisia,Male,Stroke,237.9
Tunisia,Male,Chronic obstructive pulmonary disease,143.5
Tunisia,Female,Total,1007
Tunisia,Female,Lower respiratory infections,173.4
Tunisia,Female,"Trachea, bronchus, lung cancers",10.11
Tunisia,Female,Cataracts,0
Tunisia,Female,Ischaemic heart disease,553.6
Tunisia,Female,Stroke,175.1
Tunisia,Female,Chronic obstructive pulmonary disease,95.06
Yemen,Both sexes,Total,2287
Yemen,Both sexes,Lower respiratory infections,970.6
Yemen,Both sexes,"Trachea, bronchus, lung cancers",10.09
Yemen,Both sexes,Cataracts,0
Yemen,Both sexes,Ischaemic heart disease,878.2
Yemen,Both sexes,Stroke,308.1
Yemen,Both sexes,Chronic obstructive pulmonary disease,120.3
Yemen,Male,Total,2280
Yemen,Male,Lower respiratory infections,856.3
Yemen,Male,"Trachea, bronchus, lung cancers",14.93
Yemen,Male,Ischaemic heart disease,1010
Yemen,Male,Stroke,270.1
Yemen,Male,Chronic obstructive pulmonary disease,128.7
Yemen,Female,Total,2295
Yemen,Female,Lower respiratory infections,1087
Yemen,Female,"Trachea, bronchus, lung cancers",5.16
Yemen,Female,Cataracts,0
Yemen,Female,Ischaemic heart disease,743.9
Yemen,Female,Stroke,346.8
Yemen,Female,Chronic obstructive pulmonary disease,111.6
Albania,Both sexes,Total,1294
Albania,Both sexes,Lower respiratory infections,67.16
Albania,Both sexes,"Trachea, bronchus, lung cancers",102.6
Albania,Both sexes,Cataracts,0
Albania,Both sexes,Ischaemic heart disease,697.4
Albania,Both sexes,Stroke,355
Albania,Both sexes,Chronic obstructive pulmonary disease,71.46
Albania,Male,Total,1597
Albania,Male,Lower respiratory infections,74.74
Albania,Male,"Trachea, bronchus, lung cancers",137.4
Albania,Male,Ischaemic heart disease,905.4
Albania,Male,Stroke,384.1
Albania,Male,Chronic obstructive pulmonary disease,95.46
Albania,Female,Total,984.1
Albania,Female,Lower respiratory infections,59.43
Albania,Female,"Trachea, bronchus, lung cancers",67.19
Albania,Female,Cataracts,0
Albania,Female,Ischaemic heart disease,485.2
Albania,Female,Stroke,325.3
Albania,Female,Chronic obstructive pulmonary disease,46.99
Andorra,Both sexes,Cataracts,0
Andorra,Female,Cataracts,0
Armenia,Both sexes,Total,1557
Armenia,Both sexes,Lower respiratory infections,92.03
Armenia,Both sexes,"Trachea, bronchus, lung cancers",199.3
Armenia,Both sexes,Cataracts,0
Armenia,Both sexes,Ischaemic heart disease,911.3
Armenia,Both sexes,Stroke,211.7
Armenia,Both sexes,Chronic obstructive pulmonary disease,142.7
Armenia,Male,Total,2120
Armenia,Male,Lower respiratory infections,113.2
Armenia,Male,"Trachea, bronchus, lung cancers",356.8
Armenia,Male,Ischaemic heart disease,1232
Armenia,Male,Stroke,236.3
Armenia,Male,Chronic obstructive pulmonary disease,181.2
Armenia,Female,Total,1058
Armenia,Female,Lower respiratory infections,73.29
Armenia,Female,"Trachea, bronchus, lung cancers",59.54
Armenia,Female,Cataracts,0
Armenia,Female,Ischaemic heart disease,626.5
Armenia,Female,Stroke,189.9
Armenia,Female,Chronic obstructive pulmonary disease,108.5
Austria,Both sexes,Total,639.9
Austria,Both sexes,Lower respiratory infections,21.03
Austria,Both sexes,"Trachea, bronchus, lung cancers",82.54
Austria,Both sexes,Cataracts,0
Austria,Both sexes,Ischaemic heart disease,353.4
Austria,Both sexes,Stroke,82.32
Austria,Both sexes,Chronic obstructive pulmonary disease,100.6
Austria,Male,Total,756.3
Austria,Male,Lower respiratory infections,22.22
Austria,Male,"Trachea, bronchus, lung cancers",102.8
Austria,Male,Ischaemic heart disease,435.3
Austria,Male,Stroke,78.68
Austria,Male,Chronic obstructive pulmonary disease,117.4
Austria,Female,Total,528.2
Austria,Female,Lower respiratory infections,19.9
Austria,Female,"Trachea, bronchus, lung cancers",63.1
Austria,Female,Cataracts,0
Austria,Female,Ischaemic heart disease,274.8
Austria,Female,Stroke,85.82
Austria,Female,Chronic obstructive pulmonary disease,84.59
Azerbaijan,Both sexes,Total,1249
Azerbaijan,Both sexes,Lower respiratory infections,143.4
Azerbaijan,Both sexes,"Trachea, bronchus, lung cancers",38.64
Azerbaijan,Both sexes,Cataracts,0
Azerbaijan,Both sexes,Ischaemic heart disease,797.3
Azerbaijan,Both sexes,Stroke,202.5
Azerbaijan,Both sexes,Chronic obstructive pulmonary disease,67.04
Azerbaijan,Male,Total,1522
Azerbaijan,Male,Lower respiratory infections,148.8
Azerbaijan,Male,"Trachea, bronchus, lung cancers",62.47
Azerbaijan,Male,Ischaemic heart disease,1021
Azerbaijan,Male,Stroke,214.4
Azerbaijan,Male,Chronic obstructive pulmonary disease,75.14
Azerbaijan,Female,Total,977.7
Azerbaijan,Female,Lower respiratory infections,138
Azerbaijan,Female,"Trachea, bronchus, lung cancers",15
Azerbaijan,Female,Cataracts,0
Azerbaijan,Female,Ischaemic heart disease,575
Azerbaijan,Female,Stroke,190.7
Azerbaijan,Female,Chronic obstructive pulmonary disease,59.01
Belgium,Both sexes,Total,665.9
Belgium,Both sexes,Lower respiratory infections,78.2
Belgium,Both sexes,"Trachea, bronchus, lung cancers",105.7
Belgium,Both sexes,Cataracts,0
Belgium,Both sexes,Ischaemic heart disease,239.5
Belgium,Both sexes,Stroke,94.55
Belgium,Both sexes,Chronic obstructive pulmonary disease,147.9
Belgium,Male,Total,801.5
Belgium,Male,Lower respiratory infections,80.84
Belgium,Male,"Trachea, bronchus, lung cancers",147.6
Belgium,Male,Ischaemic heart disease,307.2
Belgium,Male,Stroke,91.35
Belgium,Male,Chronic obstructive pulmonary disease,174.5
Belgium,Female,Total,534.5
Belgium,Female,Lower respiratory infections,75.64
Belgium,Female,"Trachea, bronchus, lung cancers",65.09
Belgium,Female,Cataracts,0
Belgium,Female,Ischaemic heart disease,173.9
Belgium,Female,Stroke,97.66
Belgium,Female,Chronic obstructive pulmonary disease,122.2
Bulgaria,Both sexes,Total,2414
Bulgaria,Both sexes,Lower respiratory infections,97.11
Bulgaria,Both sexes,"Trachea, bronchus, lung cancers",160.7
Bulgaria,Both sexes,Cataracts,0
Bulgaria,Both sexes,Ischaemic heart disease,1369
Bulgaria,Both sexes,Stroke,592.2
Bulgaria,Both sexes,Chronic obstructive pulmonary disease,195.2
Bulgaria,Male,Total,3013
Bulgaria,Male,Lower respiratory infections,123.2
Bulgaria,Male,"Trachea, bronchus, lung cancers",267.3
Bulgaria,Male,Ischaemic heart disease,1711
Bulgaria,Male,Stroke,649.3
Bulgaria,Male,Chronic obstructive pulmonary disease,262.3
Bulgaria,Female,Total,1848
Bulgaria,Female,Lower respiratory infections,72.42
Bulgaria,Female,"Trachea, bronchus, lung cancers",59.92
Bulgaria,Female,Cataracts,0
Bulgaria,Female,Ischaemic heart disease,1045
Bulgaria,Female,Stroke,538.3
Bulgaria,Female,Chronic obstructive pulmonary disease,131.8
Bosnia and Herzegovina,Both sexes,Total,1758
Bosnia and Herzegovina,Both sexes,Lower respiratory infections,49.38
Bosnia and Herzegovina,Both sexes,"Trachea, bronchus, lung cancers",196.8
Bosnia and Herzegovina,Both sexes,Cataracts,0
Bosnia and Herzegovina,Both sexes,Ischaemic heart disease,872
Bosnia and Herzegovina,Both sexes,Stroke,474.7
Bosnia and Herzegovina,Both sexes,Chronic obstructive pulmonary disease,164.7
Bosnia and Herzegovina,Male,Total,2113
Bosnia and Herzegovina,Male,Lower respiratory infections,55.47
Bosnia and Herzegovina,Male,"Trachea, bronchus, lung cancers",321.1
Bosnia and Herzegovina,Male,Ischaemic heart disease,1051
Bosnia and Herzegovina,Male,Stroke,470.5
Bosnia and Herzegovina,Male,Chronic obstructive pulmonary disease,214.3
Bosnia and Herzegovina,Female,Total,1415
Bosnia and Herzegovina,Female,Lower respiratory infections,43.52
Bosnia and Herzegovina,Female,"Trachea, bronchus, lung cancers",76.99
Bosnia and Herzegovina,Female,Cataracts,0
Bosnia and Herzegovina,Female,Ischaemic heart disease,699.2
Bosnia and Herzegovina,Female,Stroke,478.7
Bosnia and Herzegovina,Female,Chronic obstructive pulmonary disease,116.9
Belarus,Both sexes,Total,2215
Belarus,Both sexes,Lower respiratory infections,53.38
Belarus,Both sexes,"Trachea, bronchus, lung cancers",100
Belarus,Both sexes,Cataracts,0
Belarus,Both sexes,Ischaemic heart disease,1600
Belarus,Both sexes,Stroke,378
Belarus,Both sexes,Chronic obstructive pulmonary disease,83.68
Belarus,Male,Total,2949
Belarus,Male,Lower respiratory infections,89.46
Belarus,Male,"Trachea, bronchus, lung cancers",190.2
Belarus,Male,Ischaemic heart disease,2107
Belarus,Male,Stroke,426.4
Belarus,Male,Chronic obstructive pulmonary disease,136.4
Belarus,Female,Total,1576
Belarus,Female,Lower respiratory infections,21.99
Belarus,Female,"Trachea, bronchus, lung cancers",21.53
Belarus,Female,Cataracts,0
Belarus,Female,Ischaemic heart disease,1159
Belarus,Female,Stroke,335.9
Belarus,Female,Chronic obstructive pulmonary disease,37.81
Switzerland,Both sexes,Total,413.6
Switzerland,Both sexes,Lower respiratory infections,26.05
Switzerland,Both sexes,"Trachea, bronchus, lung cancers",54.87
Switzerland,Both sexes,Cataracts,0
Switzerland,Both sexes,Ischaemic heart disease,196.4
Switzerland,Both sexes,Stroke,58.54
Switzerland,Both sexes,Chronic obstructive pulmonary disease,77.75
Switzerland,Male,Total,489.9
Switzerland,Male,Lower respiratory infections,26.5
Switzerland,Male,"Trachea, bronchus, lung cancers",69.51
Switzerland,Male,Ischaemic heart disease,250.8
Switzerland,Male,Stroke,54.58
Switzerland,Male,Chronic obstructive pulmonary disease,88.44
Switzerland,Female,Total,338.7
Switzerland,Female,Lower respiratory infections,25.6
Switzerland,Female,"Trachea, bronchus, lung cancers",40.51
Switzerland,Female,Cataracts,0
Switzerland,Female,Ischaemic heart disease,143
Switzerland,Female,Stroke,62.42
Switzerland,Female,Chronic obstructive pulmonary disease,67.26
Cyprus,Both sexes,Total,601.9
Cyprus,Both sexes,Lower respiratory infections,22.35
Cyprus,Both sexes,"Trachea, bronchus, lung cancers",73.44
Cyprus,Both sexes,Cataracts,0
Cyprus,Both sexes,Ischaemic heart disease,333.3
Cyprus,Both sexes,Stroke,80.13
Cyprus,Both sexes,Chronic obstructive pulmonary disease,92.69
Cyprus,Male,Total,813.2
Cyprus,Male,Lower respiratory infections,22.35
Cyprus,Male,"Trachea, bronchus, lung cancers",121
Cyprus,Male,Ischaemic heart disease,473.1
Cyprus,Male,Stroke,79.77
Cyprus,Male,Chronic obstructive pulmonary disease,117.1
Cyprus,Female,Total,389.9
Cyprus,Female,Lower respiratory infections,22.34
Cyprus,Female,"Trachea, bronchus, lung cancers",25.75
Cyprus,Female,Cataracts,0
Cyprus,Female,Ischaemic heart disease,193.1
Cyprus,Female,Stroke,80.48
Cyprus,Female,Chronic obstructive pulmonary disease,68.22
Czechia,Both sexes,Total,1089
Czechia,Both sexes,Lower respiratory infections,85.32
Czechia,Both sexes,"Trachea, bronchus, lung cancers",113.8
Czechia,Both sexes,Cataracts,0
Czechia,Both sexes,Ischaemic heart disease,610.8
Czechia,Both sexes,Stroke,152.3
Czechia,Both sexes,Chronic obstructive pulmonary disease,126.6
Czechia,Male,Total,1356
Czechia,Male,Lower respiratory infections,102.6
Czechia,Male,"Trachea, bronchus, lung cancers",159
Czechia,Male,Ischaemic heart disease,767.8
Czechia,Male,Stroke,161.1
Czechia,Male,Chronic obstructive pulmonary disease,165.4
Czechia,Female,Total,830.8
Czechia,Female,Lower respiratory infections,68.6
Czechia,Female,"Trachea, bronchus, lung cancers",70.18
Czechia,Female,Cataracts,0
Czechia,Female,Ischaemic heart disease,459.1
Czechia,Female,Stroke,143.8
Czechia,Female,Chronic obstructive pulmonary disease,89.1
Germany,Both sexes,Total,765
Germany,Both sexes,Lower respiratory infections,44.33
Germany,Both sexes,"Trachea, bronchus, lung cancers",93.53
Germany,Both sexes,Cataracts,0
Germany,Both sexes,Ischaemic heart disease,383.4
Germany,Both sexes,Stroke,103.4
Germany,Both sexes,Chronic obstructive pulmonary disease,140.3
Germany,Male,Total,919.8
Germany,Male,Lower respiratory infections,50.67
Germany,Male,"Trachea, bronchus, lung cancers",124.2
Germany,Male,Ischaemic heart disease,481.7
Germany,Male,Stroke,102.6
Germany,Male,Chronic obstructive pulmonary disease,160.7
Germany,Female,Total,615
Germany,Female,Lower respiratory infections,38.18
Germany,Female,"Trachea, bronchus, lung cancers",63.82
Germany,Female,Cataracts,0
Germany,Female,Ischaemic heart disease,288.2
Germany,Female,Stroke,104.2
Germany,Female,Chronic obstructive pulmonary disease,120.7
Denmark,Both sexes,Total,533.2
Denmark,Both sexes,Lower respiratory infections,44.18
Denmark,Both sexes,"Trachea, bronchus, lung cancers",88.58
Denmark,Both sexes,Cataracts,0
Denmark,Both sexes,Ischaemic heart disease,170
Denmark,Both sexes,Stroke,85.17
Denmark,Both sexes,Chronic obstructive pulmonary disease,145.3
Denmark,Male,Total,599.1
Denmark,Male,Lower respiratory infections,47.31
Denmark,Male,"Trachea, bronchus, lung cancers",92.94
Denmark,Male,Ischaemic heart disease,227.1
Denmark,Male,Stroke,87.7
Denmark,Male,Chronic obstructive pulmonary disease,144
Denmark,Female,Total,468.1
Denmark,Female,Lower respiratory infections,41.08
Denmark,Female,"Trachea, bronchus, lung cancers",84.26
Denmark,Female,Cataracts,0
Denmark,Female,Ischaemic heart disease,113.5
Denmark,Female,Stroke,82.66
Denmark,Female,Chronic obstructive pulmonary disease,146.6
Spain,Both sexes,Total,433.8
Spain,Both sexes,Lower respiratory infections,29.87
Spain,Both sexes,"Trachea, bronchus, lung cancers",60.93
Spain,Both sexes,Cataracts,0
Spain,Both sexes,Ischaemic heart disease,184
Spain,Both sexes,Stroke,73.12
Spain,Both sexes,Chronic obstructive pulmonary disease,85.9
Spain,Male,Total,569
Spain,Male,Lower respiratory infections,33.52
Spain,Male,"Trachea, bronchus, lung cancers",97.86
Spain,Male,Ischaemic heart disease,245.1
Spain,Male,Stroke,73.19
Spain,Male,Chronic obstructive pulmonary disease,119.4
Spain,Female,Total,303.7
Spain,Female,Lower respiratory infections,26.36
Spain,Female,"Trachea, bronchus, lung cancers",25.39
Spain,Female,Cataracts,0
Spain,Female,Ischaemic heart disease,125.2
Spain,Female,Stroke,73.06
Spain,Female,Chronic obstructive pulmonary disease,53.7
Estonia,Both sexes,Total,759.1
Estonia,Both sexes,Lower respiratory infections,25.48
Estonia,Both sexes,"Trachea, bronchus, lung cancers",39.08
Estonia,Both sexes,Cataracts,0
Estonia,Both sexes,Ischaemic heart disease,565.7
Estonia,Both sexes,Stroke,97.89
Estonia,Both sexes,Chronic obstructive pulmonary disease,30.96
Estonia,Male,Total,922.7
Estonia,Male,Lower respiratory infections,38.23
Estonia,Male,"Trachea, bronchus, lung cancers",63.59
Estonia,Male,Ischaemic heart disease,675.8
Estonia,Male,Stroke,98.56
Estonia,Male,Chronic obstructive pulmonary disease,46.55
Estonia,Female,Total,615.2
Estonia,Female,Lower respiratory infections,14.27
Estonia,Female,"Trachea, bronchus, lung cancers",17.51
Estonia,Female,Cataracts,0
Estonia,Female,Ischaemic heart disease,468.8
Estonia,Female,Stroke,97.3
Estonia,Female,Chronic obstructive pulmonary disease,17.24
Finland,Both sexes,Total,319.8
Finland,Both sexes,Lower respiratory infections,3.51
Finland,Both sexes,"Trachea, bronchus, lung cancers",20.03
Finland,Both sexes,Cataracts,0
Finland,Both sexes,Ischaemic heart disease,199.5
Finland,Both sexes,Stroke,65.81
Finland,Both sexes,Chronic obstructive pulmonary disease,30.92
Finland,Male,Total,408.1
Finland,Male,Lower respiratory infections,4.02
Finland,Male,"Trachea, bronchus, lung cancers",26.89
Finland,Male,Ischaemic heart disease,270.8
Finland,Male,Stroke,65.5
Finland,Male,Chronic obstructive pulmonary disease,40.9
Finland,Female,Total,234.1
Finland,Female,Lower respiratory infections,3.01
Finland,Female,"Trachea, bronchus, lung cancers",13.38
Finland,Female,Cataracts,0
Finland,Female,Ischaemic heart disease,130.3
Finland,Female,Stroke,66.12
